iucn_sciname,worms_valid_sciname,sis_taxon_id,iucn_assessment_id,aphia_id,aquax,notes
trimmatom zapotes,trimmatom zapotes,193135,2199657,278111,SDM,NA
amblyeleotris masuii,amblyeleotris masuii,193136,2199745,278975,No SDM,NA
priolepis squamogena,priolepis squamogena,193137,2199851,276779,SDM,NA
eviota distigma,eviota distigma,193139,2200023,219456,SDM,NA
bathygobius cotticeps,bathygobius cotticeps,193140,2200199,209211,SDM,NA
gobiodon prolixus,gobiodon prolixus,193142,2200415,276932,SDM,NA
oxyurichthys lonchotus,oxyurichthys lonchotus,193143,2200516,273459,SDM,NA
signigobius biocellatus,signigobius biocellatus,193144,2200585,282790,SDM,NA
trimma milta,trimma milta,193145,2200711,278505,SDM,NA
amblygobius linki,amblygobius linki,193146,2200774,278653,SDM,NA
gobiodon acicularis,gobiodon acicularis,193147,2200875,276921,No SDM,NA
paragobiodon echinocephalus,paragobiodon echinocephalus,193150,2201191,219535,SDM,NA
trimma benjamini,trimma benjamini,193151,2201395,278488,SDM,NA
eviota lachdeberei,eviota lachdeberei,193152,2201520,278593,SDM,NA
cryptocentrus leptocephalus,cryptocentrus leptocephalus,193153,2201619,278334,SDM,NA
bathygobius coalitus,bathygobius coalitus,193154,2201797,209212,SDM,NA
bathygobius laddi,bathygobius laddi,193155,2201899,209214,SDM,NA
priolepis kappa,priolepis kappa,193156,2201963,219554,SDM,NA
ctenogobiops mitodes,ctenogobiops mitodes,193157,2202097,398631,SDM,NA
fusigobius gracilis,fusigobius gracilis,193158,2202216,312513,SDM,NA
eviota prasites,eviota prasites,193159,2202335,278601,SDM,NA
fusigobius duospilus,fusigobius duospilus,193160,2202464,278766,SDM,NA
amblygobius nocturnus,amblygobius nocturnus,193161,2202648,219377,SDM,NA
priolepis semidoliata,priolepis semidoliata,193162,2202843,276778,SDM,NA
pleurosicya bilobata,pleurosicya bilobata,193163,2203132,278436,SDM,NA
priolepis ailina,priolepis ailina,193164,2203272,276759,SDM,NA
eviota tigrina,eviota tigrina,193166,2203529,398637,No SDM,NA
fusigobius neophytus,fusigobius neophytus,193167,2203616,219467,SDM,NA
cryptocentrus albidorsus,cryptocentrus albidorsus,193169,2203994,278321,No SDM,NA
fusigobius melacron,fusigobius melacron,193170,2204323,278769,SDM,NA
gobiodon rivulatus,gobiodon rivulatus,193171,2204441,219478,SDM,NA
amblyeleotris rhyax,amblyeleotris rhyax,193172,2204666,278981,No SDM,NA
priolepis triops,priolepis triops,193173,2204776,276781,SDM,NA
trimma striatum,trimma striatum,193174,2204872,312026,SDM,NA
eviota saipanensis,eviota saipanensis,193175,2204973,278607,No SDM,NA
asterropteryx ovata,asterropteryx ovata,193176,2205055,398628,SDM,NA
karsten totoyensis,karsten totoyensis,193177,2205173,281213,SDM,NA
pleurosicya carolinensis,pleurosicya carolinensis,193178,2205279,278437,No SDM,NA
bathygobius cocosensis,bathygobius cocosensis,193179,2205373,209216,SDM,NA
priolepis aureoviridis,priolepis aureoviridis,193180,2205584,276762,SDM,NA
amblyeleotris biguttata,amblyeleotris biguttata,193181,2205679,278961,No SDM,NA
amblyeleotris novaecaledoniae,amblyeleotris novaecaledoniae,193183,2205889,278977,No SDM,NA
kelloggella oligolepis,kelloggella oligolepis,193184,2205983,279214,No SDM,NA
asterropteryx bipunctata,asterropteryx bipunctata,193185,2206084,277495,SDM,NA
pleurosicya larsonae,pleurosicya larsonae,193186,2206203,278441,No SDM,NA
eviota rubra,eviota rubra,193187,2206281,278606,No SDM,NA
luposicya lupus,luposicya lupus,193188,2206365,219510,SDM,NA
pleurosicya mossambica,pleurosicya mossambica,193189,2206439,219540,SDM,NA
asterropteryx semipunctata,asterropteryx semipunctata,193191,2206671,277497,SDM,NA
valenciennea randalli,valenciennea randalli,193192,2206947,277035,SDM,NA
silhouettea capitlineata,silhouettea capitlineata,193193,2207086,398651,No SDM,NA
amblyeleotris fontanesii,amblyeleotris fontanesii,193194,2207176,278966,SDM,NA
lotilia graciliosa,lotilia graciliosa,193195,2207314,281406,SDM,NA
trimma annosum,trimma annosum,193196,2207443,278486,SDM,NA
gobiopsis bravoi,gobiopsis bravoi,193198,2207653,277785,SDM,NA
gladiogobius ensifer,gladiogobius ensifer,193199,2207769,219469,SDM,NA
priolepis inhaca,priolepis inhaca,193200,2207935,219547,SDM,NA
oplopomus oplopomus,oplopomus oplopomus,193202,2208332,219523,SDM,NA
valenciennea parva,valenciennea parva,193203,2208486,219597,SDM,NA
trimma taylori,trimma taylori,193204,2208640,219588,SDM,NA
palutrus reticularis,palutrus reticularis,193205,2208765,219531,No SDM,NA
cryptocentrus strigilliceps,cryptocentrus strigilliceps,193206,2208850,219429,SDM,NA
trimmatom eviotops,trimmatom eviotops,193207,2209005,219591,SDM,NA
pascua sticta,pascua sticta,193208,2209139,712874,No SDM,NA
vanderhorstia ornatissima,vanderhorstia ornatissima,193209,2209229,219600,SDM,NA
lubricogobius ornatus,lubricogobius ornatus,193211,2209539,277936,SDM,NA
trimma preclarum,trimma preclarum,193212,2209635,278510,SDM,NA
istigobius ornatus,istigobius ornatus,193213,2209712,219505,SDM,NA
palutrus pruinosa,palutrus pruinosa,193214,2209999,279176,No SDM,NA
eviota disrupta,eviota disrupta,193215,2210102,278585,SDM,NA
trimma cana,trimma cana,193216,2210203,278491,SDM,NA
paragobiodon modestus,paragobiodon modestus,193217,2210280,219538,SDM,NA
fusigobius inframaculatus,fusigobius inframaculatus,193218,2210415,278767,SDM,NA
amblygobius phalaena,amblygobius phalaena,193219,2210549,278655,SDM,NA
bathygobius meggitti,bathygobius meggitti,193220,2210763,277630,SDM,NA
cabillus tongarevae,cabillus tongarevae,193221,2210876,219396,SDM,NA
gobiodon axillaris,gobiodon axillaris,193222,2211025,276924,No SDM,NA
feia nympha,feia nympha,193223,2211094,219466,SDM,NA
amblyeleotris steinitzi,amblyeleotris steinitzi,193224,2211195,209273,SDM,NA
psilogobius mainlandi,psilogobius mainlandi,193225,2211428,282485,No SDM,NA
discordipinna griessingeri,discordipinna griessingeri,193226,2211516,219442,SDM,NA
asterropteryx spinosa,asterropteryx spinosa,193227,2211663,277498,SDM,NA
eviota monostigma,eviota monostigma,193228,2211834,278598,SDM,NA
macrodontogobius wilburi,macrodontogobius wilburi,193229,2211891,219511,SDM,NA
fusigobius humeralis,fusigobius humeralis,193230,2212076,312514,SDM,NA
sicyopus nigriradiatus,sicyopus nigriradiatus,193231,2212220,282786,No SDM,NA
gobiopsis malekulae,gobiopsis malekulae,193232,2212326,277789,No SDM,NA
exyrias akihito,exyrias akihito,193233,2212414,279165,No SDM,NA
amblyeleotris yanoi,amblyeleotris yanoi,193234,2212538,278985,SDM,NA
eviota latifasciata,eviota latifasciata,193235,2212643,278595,SDM,NA
sueviota aprica,sueviota aprica,193236,2212756,276879,SDM,NA
eviota melasma,eviota melasma,193237,2212856,278596,SDM,NA
amblyeleotris wheeleri,amblyeleotris wheeleri,193238,2213019,209274,SDM,NA
stiphodon percnopterygionus,stiphodon percnopterygionus,193239,2213179,282899,No SDM,NA
amblygobius decussatus,amblygobius decussatus,193240,2213295,278651,SDM,NA
trimma nomurai,trimma nomurai,193241,2213453,398662,No SDM,NA
kelloggella quindecimfasciata,kelloggella quindecimfasciata,193242,2213522,219507,No SDM,NA
bryaninops dianneae,bryaninops dianneae,193243,2213611,278859,No SDM,NA
ctenogobiops feroculus,ctenogobiops feroculus,193244,2213694,219437,SDM,NA
eviota nebulosa,eviota nebulosa,193245,2213863,219459,SDM,NA
eviota sparsa,eviota sparsa,193246,2214006,278609,SDM,NA
priolepis compita,priolepis compita,193247,2214105,219550,SDM,NA
cryptocentrus maudae,cryptocentrus maudae,193248,2214165,278337,SDM,NA
ctenogobiops tongaensis,ctenogobiops tongaensis,193249,2214257,388406,No SDM,NA
pleurosicya coerulea,pleurosicya coerulea,193250,2214323,278438,SDM,NA
bryaninops tigris,bryaninops tigris,193251,2214436,219389,SDM,NA
priolepis eugenius,priolepis eugenius,193252,2214518,219553,SDM,NA
callogobius plumatus,callogobius plumatus,193253,2214615,219404,SDM,NA
bryaninops nexus,bryaninops nexus,193254,2214750,278862,SDM,NA
eviota albolineata,eviota albolineata,193255,2214863,219455,SDM,NA
istigobius spence,istigobius spence,193256,2215070,219506,SDM,NA
bryaninops natans,bryaninops natans,193257,2215219,219393,SDM,NA
priolepis pallidicincta,priolepis pallidicincta,193258,2215368,276773,SDM,NA
rypticus saponaceus,rypticus saponaceus,193272,2215661,275963,SDM,NA
sphaeramia nematoptera,sphaeramia nematoptera,193290,2215929,278349,SDM,NA
zoramia leptacanthus,zoramia leptacanthus,193291,2216147,713323,SDM,NA
gymnapogon vanderbilti,gymnapogon vanderbilti,193292,2216381,278714,No SDM,NA
apogon erythrinus,apogon erythrinus,193295,2216733,209361,SDM,NA
pseudamia amblyuroptera,pseudamia amblyuroptera,193296,2216886,276896,SDM,NA
siphamia tubifer,siphamia tubifer,193297,2217078,277708,SDM,NA
ostorhinchus cookii,ostorhinchus cookii,193299,2217399,712654,SDM,NA
pseudamia zonata,pseudamia zonata,193301,2217758,276899,SDM,NA
apogon caudicinctus,apogon caudicinctus,193303,2218009,272991,SDM,NA
ostorhinchus hartzfeldii,ostorhinchus hartzfeldii,193304,2218144,712661,SDM,NA
ostorhinchus nigrofasciatus,ostorhinchus nigrofasciatus,193305,2218295,712679,SDM,NA
apogon doryssa,apogon doryssa,193306,2218587,209363,SDM,NA
taeniamia leai,taeniamia leai,193307,2218807,1043439,SDM,NA
nectamia savayensis,nectamia savayensis,193308,2218927,398508,SDM,NA
verulux cypselurus,verulux cypselurus,193310,2219317,1043456,SDM,NA
cheilodipterus artus,cheilodipterus artus,193311,2219519,209377,SDM,NA
pseudamia hayashii,pseudamia hayashii,193312,2219773,209297,SDM,NA
apogonichthys perdix,apogonichthys perdix,193314,2220075,209383,SDM,NA
apogon semiornatus,apogon semiornatus,193316,2220390,209364,SDM,NA
nectamia bandanensis,nectamia bandanensis,193317,2220612,398504,SDM,NA
taeniamia zosterophora,taeniamia zosterophora,193319,2221013,1021454,SDM,NA
jaydia smithi,jaydia smithi,193320,2221205,313170,SDM,NA
taeniamia biguttata,taeniamia biguttata,193321,2221345,1014189,SDM,NA
pseudamiops gracilicauda,pseudamiops gracilicauda,193322,2221531,209301,SDM,NA
apogonichthyoides opercularis,apogonichthyoides opercularis,193323,2221743,475089,No SDM,NA
taeniamia macroptera,taeniamia macroptera,193324,2221859,1022618,SDM,NA
ostorhinchus cladophilos,ostorhinchus cladophilos,193325,2222045,712652,No SDM,NA
zoramia fragilis,zoramia fragilis,193326,2222149,283226,SDM,NA
cheilodipterus parazonatus,cheilodipterus parazonatus,193327,2222339,278895,SDM,NA
siphamia fuscolineata,siphamia fuscolineata,193329,2222544,277700,SDM,NA
pristicon rufus,pristicon rufus,193331,2222821,712698,SDM,NA
ostorhinchus aureus,ostorhinchus aureus,193332,2222959,712648,SDM,NA
ostorhinchus angustatus,ostorhinchus angustatus,193333,2223256,319874,SDM,NA
apogonichthyoides melas,apogonichthyoides melas,193334,2223542,712635,SDM,NA
sphaeramia orbicularis,sphaeramia orbicularis,193335,2223697,209408,SDM,NA
foa brachygramma,foa brachygramma,193336,2223960,209399,No SDM,NA
ostorhinchus melanoproctus,ostorhinchus melanoproctus,193338,2224387,712672,No SDM,NA
pristicon trimaculatus,pristicon trimaculatus,193340,2224628,712699,SDM,NA
