sciname,aphia_id
Dissostichus mawsoni,234836
Lepidorhombus whiffiagonis,127146
Chlamys farreri,NA
Triakis semifasciata,279060
Galeichthys feliceps,217654
Caranx hippos,126803
Pseudotrematomus hansoni,NA
Lophius vaillanti,272601
Cerastoderma edule,138998
Hipposcarus longiceps,278899
Podiceps auritus,137181
Dipsacaster magnificus,291693
Stoloteuthis weberi,410405
Rana latastei,1670911
Acanthosphex leurynnis,279482
Alabes parvula,279541
Sinobatis borneensis,398320
Epiplatys duboisi,1013842
Hemiarius sona,NA
Aulostomus strigosus,278081
Bathyanthias mexicanus,279868
Bhavania australis,1016886
Bryconaethiops boulengeri,1018950
Caprichthys gymnura,280028
Centropomus armatus,280059
Chasmodes bosquianus,159598
Benitochromis batesii,1018936
Coilia dussumieri,219979
Cottus czerskii,1015693
Cynoglossus cynoglossus,274198
Dasyatis marmorata,271445
Dipulus caecus,280555
Embiotoca jacksoni,240746
Eridacnis barbouri,278800
Exodon paradoxus,1022055
Gephyroglanis congicus,1019028
Grammicolepis brachiusculus,127420
Bythaelurus canescens,316762
Hemiscyllium hallstromi,281036
Odontanthias borbonius,311418
Hyrcanogobius bergi,281131
Kentrocapros aculeatus,278931
Lamontichthys maracaibero,1012056
Leptochilichthys agassizii,126722
Lobulogobius omanensis,281382
Macropinna microstoma,281482
Metaloricaria paucidens,1012834
Mugil trichodon,273660
Narcine brevilabiata,275387
Neopagetopsis ionah,234685
Novumbra hubbsi,1015953
Oreochromis amphimelas,279193
Panturichthys isognathus,271795
Parapristipomoides squamimaxillaris,282103
Penopus microphthalmus,217816
Physopyxis lyra,1020476
Plotosus papuensis,1017816
Pristigenys meyeri,276036
Pseudolabrus biserialis,282432
Systomus sarana,321753
Leucoraja wallacei,217396
Rhinoptera neglecta,271497
Sardinella albella,212268
Scorpaenopsis gibbosa,218102
Sierrathrissa leonensis,1013253
Sphyraena pinguis,273985
Stomias brevibarbatus,127375
Pseudorhodeus tanago,1526039
Coptodon discolor,1470226
Triaenodon obesus,214557
Uranoscopus japonicus,274040
Xenodexia ctenolepis,1014217
Chaceon bicolor,442693
Cancer bellianus,107275
Parribacus scarlatinus,382929
Palaemon mani,932371
Plesionika alcocki,210440
Rimapenaeus similis,377580
Palaemon hancocki,514451
Procambarus troglodytes,885516
Illex oxygonius,157022
Lolliguncula brevis,157028
Barbatia lurida,504385
Macrocallista nimbosa,420945
Isognomon recognitus,507052
Glycymeris reevei,504511
Marcia japonica,507768
Venerupis corrugata,181364
Phorcus mutabilis,141830
Clypeomorus batillariaeformis,216711
Marmorofusus nicobaricus,828289
Conus mus,420216
Balaena mysticetus,137086
Glycera dibranchiata,157392
Holothuria edulis,1672771
Caulerpa cupressoides,144467
Stolephorus andhraensis,275316
Polydactylus siamensis,276600
Schedophilus maculatus,273315
Babylonia spirata,456742
Chaceon notialis,442706
Larus argentatus,137138
Eustomias enbarbatus,158854
Cheilopogon pinnatibarbatus,126383
Dascyllus trimaculatus,212846
Pontinus leda,274688
Zebrias synapturoides,277590
Pomacentrus trichrourus,310389
Polysteganus baissaci,218615
Sabellastarte spectabilis,429077
Sebastes rufus,274847
Lactoria diaphana,219903
Coreobagrus brevicorpus,1383236
Pellona harroweri,277287
Anthias noeli,273828
Nettastoma melanura,299709
Monodaeus couchii,241154
Agaricia fragilis,287912
Leptosiphonia fibrillosa,1339221
Lutjanus viridis,276552
Polysiphonia stricta,144672
Holothuria (Platyperona) sanctori,124528
Chirostoma chapalae,1018998
Squalus megalops,105925
Labeo catla,1605292
Trachurus trachurus,126822
Dissostichus eleginoides,234700
Lepidorhombus boscii,127145
Mytilus unguiculatus,NA
Somniosus rostratus,105920
Silurus glanis,154677
Caranx ruber,302432
Pleuragramma antarcticum,234721
Squilla mantis,136137
Spisula sibyllae,NA
Gerres methueni,218532
Podiceps cristatus,137182
Sclerasterias mollis,291602
Heteroteuthis serventyi,342190
Amerana aurora,1841032
Acanthostracion polygonium,1577312
Coryphaenoides pectoralis,NA
Anacanthobatis marmorata,1016599
Aphyosemion ahli,1460160
Netuma thalassina,281745
Aulotrachichthys novaezelandicus,313819
Bathybagrus tetranema,1012077
Bidenichthys capensis,220356
Knodus alpha,1674269
Caprodon longimanus,280030
Centropomus ensiferus,280060
Chatrabus damaranus,313211
Chromis analis,212814
Coilia macrognathos,279081
Cotylopus acutipinnis,280410
Cynoglossus dubius,274201
Megatrygon microps,1042870
Diretmoides veriginae,272205
Emblemaria atlantica,280642
Eridacnis radcliffei,220034
Exoglossum maxillingua,1026585
Gerlachea australis,234808
Grammistes sexlineatus,211864
Bythaelurus dawsoni,316764
Hemiscyllium ocellatum,281037
Holapogon maximus,281082
Hysterocarpus traskii,293619
Ketengus typus,281222
Lampadena chavesi,126607
Leptocottus armatus,254345
Lonchopisthus higmani,281383
Haplochromis bicolor,1017475
Metavelifer multiradiatus,217885
Mugilogobius abei,277346
Narcine brunnea,275388
Neopataecus waterhousii,281697
Nudiantennarius subteres,281799
Oreochromis angolensis,279195
Papilloculiceps longiceps,218145
Parapsettus panamensis,282104
Pentaceropsis recurvirostris,282200
Physoschistura brunneana,1017019
Poblana alchichica,1014403
Pristilepis oligolepis,217938
Pseudolaguvia tuberculata,1015993
Puntius sophore,282518
Spiniraja whitleyi,712958
Rhinoptera steindachneri,271498
Sardinella brachysoma,212274
Scorpiodoras heckelii,1020043
Siganus argenteus,219686
Sphyraena sphyraena,127068
Stonogobiops dracula,219570
Glyptocephalus kitaharae,1605268
Coptodon flavus,1805565
Triakis acutipinna,279057
Uranoscopus scaber,127093
Xenojulis margaritacea,283185
Chaceon granulatus,442699
Chaceon affinis,107369
Scyllarides latus,107708
Palaemon modestus,932372
Plesionika antigai,107655
Trachypenaeus anchoralis,377682
Palaemon ritteri,514462
Faxonius immunis,885305
Nototodarus gouldi,342375
Afrololigo mercatoris,410041
Anadara senegalensis,504316
Marcia opima,507769
Laternula elliptica,NA
Glycymeris undata,420730
Marcia recens,507770
Circomphalus foliaceolamellosus,225528
Bolma rugosa,141855
Rhinoclavis fasciata,215117
Latirolagena smaragdulus,737548
Conus regius,420220
Caperea marginata,231424
Lumbrineris latreilli,130248
Thelenota ananas,210916
Caulerpa lentillifera,211475
Stolephorus brachycephalus,275319
Polydactylus virginicus,159854
Phoebastria immutabilis,344104
Oneirodes notius,234745
Malacanthus plumieri,277261
Larus atricilla,159074
Eustomias filifer,127342
Laemonema yarrellii,126492
Pomacentrus moluccensis,277159
Scorpaenodes elongatus,274744
Zebrias captivus,277579
Pomacentrus trilineatus,212995
Pristigenys niphonia,218366
Capitella capitata,129876
Squalus suckleyi,299224
Onisimus litoralis,102646
Tachysurus koreanus,NA
Synodus foetens,158758
Cephalopholis colonus,1750630
Gnathophis mystax,126287
Bathynectes maravigna,107377
Agaricia lamarcki,287915
Carradoriella elongata,1340378
Paracaesio brevidentata,834976
Nannochloropsis oculata,376148
Apostichopus nigripunctatus,529433
Tylosurus fodiator,300115
Centrophorus squamosus,105901
Notemigonus crysoleucas,159989
Trachurus picturatus,126821
Notothenia rossii,234840
Scophthalmus rhombus,127150
Mytilus edulis,140480
Squalus acanthias,105923
Hemibagrus nemurus,281017
Selene setapinnis,159647
Chaenocephalus aceratus,234725
Euphausia superba,236217
Mactra quadrangularis,505707
Epinephelus posteli,218231
Podiceps grisegena,137183
Cosmasterias dyscrita,291597
Sepiella weberi,342215
Aquarana catesbeiana,NA
Acanthurus nigrofuscus,219640
Albulichthys albuloides,279543
Sinobatis melanosoma,398324
Apionichthys dumerili,279642
Arius venosus,214564
Terranatos dolichopterus,1013391
Bathybates ferox,1019147
Bifax lacinia,279911
Bryconops affinis,1343301
Capromimus abbreviatus,280032
Centropomus medius,280061
Chaudhuria caudata,1017018
Chromis chromis,127000
Coilia nasus,279083
Couesius plumbeus,567529
Cynoglossus interruptus,274203
Dasyatis pastinaca,105851
Diretmus argenteus,126398
Emblemariopsis bahamensis,280658
Eridacnis sinuans,220035
Exostoma berdmorei,1021196
Gerres erythrourus,218533
Grammistops ocellatus,218256
Bythaelurus hispidus,316765
Hemiscyllium strahani,281038
Holcomycteronus aequatoris,217803
Iago garricki,278052
Hypseleotris hutchinsi,1803730
Lampadena speculigera,126608
Leptocypris guineensis,1013702
Lonchurus lanceolatus,281389
Macropodus opercularis,1016961
Metelectrona herwigi,279329
Mulloidichthys flavolineatus,218647
Narcine entemedor,275389
Ambophthalmos angustus,279357
Nyassachromis breviceps,1016810
Oreochromis chungruruensis,1016542
Papuengraulis micropinna,281992
Parapsilorhynchus tentaculatus,1016968
Pentaceros capensis,221470
Phytichthys chirus,282255
Freemanichthys thompsoni,280801
Pristiophorus cirratus,282352
Pseudolaubuca jouyi,1018533
Puntigrus tetrazona,991304
Ramnogaster arcuata,282546
Rhinoraja kujiensis,282590
Sardinella jussieui,NA
Scorpis aequipinnis,282728
Siganus corallinus,219690
Sphyraenops bairdianus,282840
Stromateus brasiliensis,273998
Tandanus bostocki,1014523
Tilapia guinasana,1015144
Triakis maculata,279058
Uraspis secunda,159658
Xenolepidichthys dalgleishi,159432
Chaceon australis,442692
Geryon longipes,107373
Scyllarides delfosi,246455
Palaemon orientis,932373
Plesionika ensis,107657
Rimapenaeus byrdi,377576
Palaemon hiltoni,932389
Faxonius nais,885324
Nototodarus hawaiiensis,342376
Lolliguncula panamensis,342230
Stenocista gambiensis,504652
Megapitaria aurantiaca,714775
Lima lima,140233
Glycymeris nummaria,504509
Lioconcha castrensis,216577
Scaeochlamys livida,393326
Homalopoma sanguineum,141858
Rhinoclavis vertagus,215122
Latirus polygonus,211131
Fasciolaria tulipa,420024
Eschrichtius robustus,137112
Hediste diversicolor,152302
Stichopus chloronotus,149789
Caulerpa racemosa,144472
Stolephorus carpentariae,275320
Polynemus aquilonaris,276914
Phoebastria nigripes,344106
Pogonophryne mentella,234668
Notopogon lilliei,217973
Larus audouinii,137139
Eustomias lipochirus,158727
Physiculus huloti,272495
Amphiprion clarkii,212783
Lepidotrigla cadmani,274886
Chascanopsetta lugubris,219797
Pomacentrus tripunctatus,212968
Pagellus natalensis,218610
Tylorrhynchus heterochetus,334966
Heliocidaris crassispina,513312
Gammarus setosus,102293
Lactophrys bicaudalis,275874
Trachinocephalus myops,158884
Hyporthodus niphobles,475078
Aldrovandia affinis,126637
Polybius marmoreus,1750287
Agaricia tenuifolia,287916
Vertebrata byssoides,631828
Pinjalo lewisi,277116
Diacronema lutheri,590558
Pattalus mollis,732043
Leptolebias marmoratus,1014675
Etmopterus spinax,105913
Osteochilus vittatus,1015115
Trachurus japonicus,273302
Gobionotothen gibberifrons,234704
Scophthalmus maximus,127149
Mytilus planulatus,506160
Centrophorus granulosus,105899
Ictalurus furcatus,275329
Trachinotus blochii,151169
Pseudochaenichthys georgianus,234667
Euphausia crystallorophias,236216
Spisula solidissima,156996
Epigonus crassicaudus,273404
Hydrobates pelagicus,137189
Coluzea mariae,463620
Sepiella ocellata,342214
Aquarana grylio,1841027
Acanthurus olivaceus,219625
Alburnoides bipunctatus,154288
Indobatis ori,1013325
Apistogramma agassizii,1015817
Arnoglossus capensis,219791
Austroglanis sclateri,1018924
Bathyblennius antholops,279872
Acanthaluteres brownii,279462
Bryozoichthys marjorius,254575
Capropygia unistriata,280033
Centropomus nigrescens,280063
Chauliodus danae,127337
Chromis crusma,273717
Datnioides campbelli,280489
Cranoglanis bouderius,1026295
Cynoglossus joyneri,274205
Hypanus rudis,1042863
Discherodontus ashmeadi,1015087
Emmelichthyops atlanticus,280669
Erilepis zonifer,280700
Exyrias belissimus,219465
Gerres cinereus,276954
Grammonus opisthodon,301708
Bythaelurus immaculatus,316766
Hemiscyllium trispeculare,281039
Hollardia hollardi,281084
Iago omanensis,220021
Kimblaeus bassensis,281223
Lampadena urophaos,126609
Leptocypris niloticus,1019484
Longiculter siahi,1015042
Macroramphosus gracilis,275181
Metynnis argenteus,1016606
Muraena argus,271896
Narcine lingula,275394
Neoplecostomus franciscoensis,1383976
Nybelinella erikssoni,126650
Oreochromis esculentus,1016104
Papyrocranus afer,581711
Parapterois heterurus,NA
Pentanchus profundicolus,282201
Lebiasina panamensis,NA
Poecilia parae,307990
Pristiophorus japonicus,282353
Pseudomancopsetta andriashevi,234798
Pethia ticto,1021907
Randallichthys filamentosus,282547
Rhinoraja longicauda,282592
Sardinella melanura,212271
Scorpis violacea,282732
Siganus doliatus,273911
Sphyrna corona,271377
Strongylura exilis,275978
Tangachromis dhanisi,1014281
Coptodon gutturosus,1841072
Triakis megalopterus,220023
Uraspis uraspis,218448
Xenomedea rhodopyga,283186
Chaceon karubar,442702
Polybius depurator,1750291
Scyllarides haanii,382913
Palaemon styliferus,220151
Plesionika gigliolii,107659
Rimapenaeus faoe,377577
Palaemon schmitti,932402
Faxonius rusticus,885343
Ommastrephes caroli,342065
Sepioteuthis sepioidea,342241
Cardites floridanus,NA
Megapitaria squalida,714777
Limaria tuberculata,140236
Tucetona pectunculus,504547
Lioconcha ornata,216581
Circenita callipyga,181359
Scutellastra flexuosa,456685
Pseudovertagus aluco,473486
Colubraria muricata,527522
Lyonsifusus ansatus,1318046
Kogia breviceps,137113
Diopatra neapolitana,130460
Aurelia aurita,135306
Caulerpa serrulata,211485
Thryssa brevicauda,275550
Polynemus dubius,276915
Thalassarche salvini,567903
Paraliparis rossi,234760
Eptatretus cirrhatus,279276
Larus cachinnans,137140
Eustomias melanonema,275110
Bregmaceros nectabanus,217741
Amphiprion sebae,212772
Dactyloptena orientalis,218158
Ventrifossa nasuta,217790
Pseudochromis persicus,278194
Oxycheilinus digramma,277996
Phascolosoma arcuatum,NA
Lutraria maxima,505667
Gammarus wilkitzkii,102297
Sparisoma viride,273780
Pseudauchenipterus nodosus,282404
Lutjanus inermis,276540
Notacanthus bonaparte,126642
Polybius holsatus,1748246
Cyanea lamarckii,135302
Vertebrata fucoides,637672
Parascolopsis inermis,277751
Euglena cantabrica,577258
Acaudina molpadioides,241765
Leptolebias opalescens,1012172
Etmopterus pusillus,105912
Probarbus jullieni,282356
Trachurus murphyi,273303
Lepidonotothen squamifrons,234788
Stephanolepis cirrhifer,275247
Choromytilus chorus,506001
Centrophorus uyato,105902
Ameiurus natalis,154201
Trachinotus ovatus,126819
Chionodraco myersi,234646
Euphausia vallentini,221054
Meretrix lusoria,397139
Cyclopsetta chittendeni,275700
Hydrobates leucorhous,1773443
Styela nordenskjoeldi,NA
Sepia zanzibarica,342187
Calyptocephalella gayi,1603269
Acanthurus triostegus,219630
Alburnus albidus,1022107
Anacanthus barbatus,279601
Apistogramma trifasciata,1018727
Arnoglossus imperialis,127124
Austrolabrus maculatus,279842
Callionymus formosanus,273182
Bihunichthys monopteroides,1010950
Bryx analicarens,217982
Caquetaia kraussii,1020130
Centropomus parallelus,280064
Chauliodus sloani,127338
Azurina intercrusma,1592348
Atherinella blackburni,279796
Crapatalus angusticeps,280411
Cynoglossus lida,219857
Hypanus sabinus,1042864
Dischistodus chrysopoecilus,280559
Empetrichthys merriami,1019440
Erimystax dissimilis,1019706
Facciolella equatorialis,271907
Gerres filamentosus,218524
Grammonus ater,126658
Halaelurus lineatus,217641
Hemisilurus heterorhynchus,1021631
Holocentrus adscensionis,159378
Squalius palaciosi,NA
Kiunga ballochi,1012155
Lampanyctus achirus,217707
Leptoderma lubricum,272872
Lophichthys boschmai,281390
Macrorhamphosodes platycheilus,278161
Meuschenia australis,277610
Muraena clepsydra,271898
Narcine prodorsalis,275397
Neopomacentrus azysron,218837
Forsterygion maryannae,712814
Oreochromis hunteri,1019688
Parabathymyrus macrophthalmus,281997
Aphyocypris moltrechti,1526067
Pentapodus caninus,282205
Piabucus dentatus,282256
Poecilia reticulata,154400
Pristiophorus nudipinnis,282354
Pseudomonacanthus elongatus,278083
Puzanovia virgata,254381
Raneya brasiliensis,282548
Rhinoraja odai,282594
Sardinella sindensis,212273
Scortum parviceps,1019919
Siganus fuscescens,273912
Sphyrna media,271379
Strongylura leiurus,1841083
Tanganicodus irsacae,1013837
Coptodon imbrifernus,1841068
Triakis scyllium,279059
Urocampus carinirostris,283090
Mugil thoburni,293658
Chaceon poupini,442708
Dromia personata,107258
Scyllarides roggeveeni,382916
Leptocarpus fluminicola,587060
Plesionika heterocarpus,107660
Rimapenaeus fuscina,377578
Calappa gallus,209502
Faxonius virilis,885357
Sthenoteuthis pteropus,140623
Sepioteuthis australis,342239
Cardites antiquatus,504869
Mercenaria campechiensis,422678
Acesta rathbuni,505414
Tucetona strigilata,504544
Placamen lamellatum,507872
Marcia cordata,507767
Tectus pyramis,216328
Rhinoclavis aspera,215120
Cymbiola vespertilio,568006
Polygona infundibulum,420047
Kogia sima,159025
Arenicola marina,129868
Furcellaria lumbricalis,145620
Caulerpa sertularioides,144474
Thryssa rastrosa,1012586
Polynemus hornadayi,465006
Epinephelus epistictus,218210
Atractosteus tropicus,293650
Dipturus innominatus,271549
Larus marinus,137146
Eustomias melanostigma,275111
Bregmaceros rarisquamosus,272296
Coris aygula,218957
Arnoglossus aspilos,274158
Physiculus natalensis,217734
Pseudochromis nigrovittatus,218330
Acanthistius sebastoides,218166
Nemacystus decipiens,214329
Glyptocidaris crenularis,513284
Somanniathelphusa sinensis,440817
Paralabrax callaensis,282053
Cynoponticus savanna,271798
Brachygenys chrysargyrea,1841028
Exocoetus obtusirostris,126384
Goneplax rhomboides,107292
Ectopleura larynx,157933
Vertebrata nigra,1027775
Pentapodus setosus,282210
Allocyttus folletti,254555
Zalophus wollebaeki,255005
Leptolebias splendens,1014730
Centroscymnus coelolepis,105907
Rastrineobola argentea,1018661
Trachurus symmetricus,273305
Gobionotothen acuta,234624
Sphoeroides maculatus,158934
Perna viridis,367822
Centrophorus lusitanicus,105900
Pangasius pangasius,281982
Trachinotus goodei,159654
Channichthys rhinoceratus,234619
Thysanoessa macrura,236219
Ruditapes decussatus,231749
Hyas coarctatus,107323
Larus ridibundus,137149
Oligocarpa megalorchis,250966
Sepia whitleyana,NA
